年度,日付,曜日,週末/祝日,球場,試合時間,ホーム球団,ビジター球団,ホーム得点,ビジター得点,ホーム安打,ビジター安打,ホーム失策,ビジター失策,ホームラン_ホーム,ホームラン_ビジター,ホームラン合計,HR詳細_ホーム,HR詳細_ビジター,ホーム勝利,得点差,逆転あり,サヨナラ,延長戦,リード変化回数,最終得点イニング,イニング別得点,勝利投手,敗戦投手,セーブ投手,URL
2022,2022年7月6日（水）,水,0,ZOZOマリン,3時間8分,千葉ロッテマリーンズ,北海道日本ハムファイターズ,5,4,5,8,0,0,1,1,2,山口6号（4回2ラン西村）,清宮9号（3回ソロロメロ）,1,1,0,1,0,0,6,"1(0),0(0),0(1),4(1),0(1),0(1),0(0),0(0),x(0)",ロメロ（7勝4敗）,上原（2勝3敗）,益田（20セ）,https://npb.jp/scores/2022/0706/m-f-11/
2022,2022年7月6日（水）,水,0,甲子園,2時間24分,阪神タイガース,広島東洋カープ,3,2,5,2,1,0,0,1,1,,坂倉8号（2回2ラン西勇）,1,1,1,1,0,1,4,"0(0),0(2),0(0),3(0),0(0),0(0),0(0),0(0),x(0)",西勇（5勝6敗）,床田（7勝5敗）,岩崎（17セ）,https://npb.jp/scores/2022/0706/t-c-12/
2022,2022年7月7日（木）,木,0,京セラD大阪,3時間1分,オリックス・バファローズ,埼玉西武ライオンズ,6,2,7,4,0,1,0,1,1,,愛斗6号（8回2ランビドル）,1,4,0,1,0,0,8,"0(0),0(0),0(0),0(0),0(0),3(0),3(0),0(2),x(0)",椋木（1勝0敗）,今井（0勝1敗）,,https://npb.jp/scores/2022/0707/b-l-15/
2022,2022年7月7日（木）,木,0,横　浜,3時間37分,横浜DeNAベイスターズ,中日ドラゴンズ,0,0,4,5,0,0,0,0,0,,,0,0,0,0,1,0,0,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0)",,,,https://npb.jp/scores/2022/0707/db-d-10/
2022,2022年7月7日（木）,木,0,楽天生命パーク,3時間10分,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,5,2,7,6,0,1,0,0,0,,,1,3,0,1,0,0,9,"0(0),0(0),1(0),1(0),0(0),0(0),3(0),0(0),x(2)",岸（6勝3敗）,大竹耕（0勝2敗）,松井裕（19セ）,https://npb.jp/scores/2022/0707/e-h-10/
2022,2022年7月7日（木）,木,0,東京ドーム,3時間16分,読売ジャイアンツ,東京ヤクルトスワローズ,3,11,9,16,0,0,2,1,3,ウォーカー17号（1回ソロ石川）、増田陸4号（5回2ラン石川）,塩見12号（4回ソロ戸根）,0,8,0,0,0,0,9,"1(5),0(0),0(0),0(1),2(0),0(2),0(2),0(0),0(1)",石川（5勝3敗）,シューメーカー（4勝6敗）,,https://npb.jp/scores/2022/0707/g-s-15/
2022,2022年7月7日（木）,木,0,ZOZOマリン,2時間50分,千葉ロッテマリーンズ,北海道日本ハムファイターズ,1,7,5,11,2,1,1,1,2,山口7号（2回ソロ田中）,清宮10号（2回ソロ佐藤奨）,0,6,0,0,0,0,7,"0(0),1(1),0(2),0(0),0(2),0(0),0(2),0(0),0(0)",田中（1勝0敗）,佐藤奨（1勝5敗）,,https://npb.jp/scores/2022/0707/m-f-12/
2022,2022年7月7日（木）,木,0,甲子園,2時間51分,阪神タイガース,広島東洋カープ,0,3,4,9,0,0,0,1,1,,マクブルーム10号（2回ソロ桐敷）,0,3,0,0,0,0,9,"0(0),0(1),0(0),0(0),0(0),0(0),0(0),0(0),0(2)",アンダーソン（3勝2敗）,桐敷（0勝3敗）,栗林（17セ）,https://npb.jp/scores/2022/0707/t-c-13/
2022,2022年7月8日（金）,金,0,京セラD大阪,2時間47分,オリックス・バファローズ,千葉ロッテマリーンズ,1,6,5,7,2,0,0,0,0,,,0,5,0,0,0,0,9,"0(0),0(0),0(0),0(3),0(0),0(3),0(0),0(0),1(0)",二木（2勝1敗）,山岡（5勝5敗）,,https://npb.jp/scores/2022/0708/b-m-13/
2022,2022年7月8日（金）,金,0,バンテリンドーム,3時間2分,中日ドラゴンズ,広島東洋カープ,9,2,17,9,1,2,0,0,0,,,1,7,0,1,0,0,8,"1(0),2(0),4(2),0(0),0(0),1(0),0(0),1(0),x(0)",松葉（4勝3敗）,大瀬良（7勝5敗）,,https://npb.jp/scores/2022/0708/d-c-12/
2022,2022年7月8日（金）,金,0,楽天生命パーク,3時間29分,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,4,8,7,13,1,0,1,3,4,浅村14号（4回ソロ髙橋光成）,オグレディ10号（2回2ラン松井友）、オグレディ11号（8回ソロ鈴木翔）、山川26号（9回2ラン酒居）,0,4,0,0,0,0,9,"0(1),0(2),0(1),1(0),0(0),3(0),0(0),0(1),0(3)",水上（2勝1敗）,鈴木翔（0勝2敗）,,https://npb.jp/scores/2022/0708/e-l-12/
2022,2022年7月8日（金）,金,0,東京ドーム,4時間2分,読売ジャイアンツ,横浜DeNAベイスターズ,3,3,5,7,0,0,2,0,2,吉川4号（9回ソロ山﨑）、ポランコ11号（11回2ラン平田）,,0,0,0,0,1,0,11,"0(0),0(0),0(0),0(1),0(0),0(0),0(0),0(0),1(0),0(0),2(2),0(0)",,,,https://npb.jp/scores/2022/0708/g-db-11/
2022,2022年7月8日（金）,金,0,PayPayドーム,4時間12分,福岡ソフトバンクホークス,北海道日本ハムファイターズ,2,4,7,11,1,0,0,1,1,,石井4号（10回2ラン津森）,0,2,0,0,1,0,10,"0(2),0(0),0(0),0(0),1(0),0(0),0(0),1(0),0(0),0(2)",堀（1勝2敗）,津森（4勝5敗）,石川直（2セ）,https://npb.jp/scores/2022/0708/h-f-13/
2022,2022年7月8日（金）,金,0,神　宮,2時間52分,東京ヤクルトスワローズ,阪神タイガース,0,8,3,11,1,0,0,1,1,,近本1号（6回2ラン高梨）,0,8,0,0,0,0,7,"0(1),0(0),0(0),0(0),0(0),0(2),0(5),0(0),0(0)",青柳（9勝1敗）,高梨（5勝5敗）,,https://npb.jp/scores/2022/0708/s-t-13/
2022,2022年7月9日（土）,土,1,ほっと神戸,2時間51分,オリックス・バファローズ,千葉ロッテマリーンズ,3,1,9,7,0,0,0,0,0,,,1,2,0,1,0,0,8,"1(0),0(0),1(0),0(1),0(0),0(0),0(0),1(0),x(0)",山本（9勝4敗）,小島（1勝7敗）,平野佳（20セ）,https://npb.jp/scores/2022/0709/b-m-14/
2022,2022年7月9日（土）,土,1,バンテリンドーム,2時間58分,中日ドラゴンズ,広島東洋カープ,0,7,7,9,1,1,0,2,2,,マクブルーム11号（6回3ラン大野雄）、小園4号（6回2ラン大野雄）,0,7,0,0,0,0,9,"0(0),0(1),0(0),0(0),0(0),0(5),0(0),0(0),0(1)",森下（6勝5敗）,大野雄（4勝6敗）,,https://npb.jp/scores/2022/0709/d-c-13/
2022,2022年7月9日（土）,土,1,楽天生命パーク,3時間55分,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,3,6,9,11,0,0,0,1,1,,ジャンセン・ウィティ2号（5回2ラン辛島）,0,3,1,0,0,1,8,"2(0),0(0),1(1),0(0),0(2),0(0),0(0),0(3),0(0)",水上（3勝1敗）,鈴木翔（0勝3敗）,増田（22セ）,https://npb.jp/scores/2022/0709/e-l-13/
2022,2022年7月9日（土）,土,1,東京ドーム,3時間26分,読売ジャイアンツ,横浜DeNAベイスターズ,0,2,6,12,1,0,0,1,1,,ソト8号（4回ソロアンドリース）,0,2,0,0,0,0,9,"0(0),0(0),0(0),0(1),0(0),0(0),0(0),0(0),0(1)",濵口（3勝3敗）,アンドリース（0勝1敗）,伊勢（1セ）,https://npb.jp/scores/2022/0709/g-db-12/
2022,2022年7月9日（土）,土,1,PayPayドーム,3時間29分,福岡ソフトバンクホークス,北海道日本ハムファイターズ,2,7,5,11,0,1,0,3,3,,ヌニエス4号（4回2ラン東浜）、清宮11号（7回ソロ武田）、野村6号（9回2ラン尾形）,0,5,1,0,0,1,9,"2(0),0(0),0(0),0(2),0(1),0(0),0(1),0(0),0(3)",伊藤（7勝6敗）,東浜（6勝3敗）,,https://npb.jp/scores/2022/0709/h-f-14/
2022,2022年7月10日（日）,日,1,ほっと神戸,3時間11分,オリックス・バファローズ,千葉ロッテマリーンズ,10,1,16,6,0,1,2,0,2,中川圭2号（8回2ラン小沼）、小田1号（8回2ラン小沼）,,1,9,0,1,0,0,8,"1(1),1(0),0(0),0(0),2(0),1(0),1(0),4(0),x(0)",田嶋（5勝3敗）,美馬（4勝6敗）,,https://npb.jp/scores/2022/0710/b-m-15/
2022,2022年7月10日（日）,日,1,バンテリンドーム,2時間42分,中日ドラゴンズ,広島東洋カープ,2,1,6,5,1,1,0,0,0,,,1,1,0,1,0,0,7,"1(0),1(0),0(0),0(0),0(0),0(0),0(1),0(0),x(0)",柳（6勝6敗）,野村（1勝1敗）,R.マルティネス（18セ）,https://npb.jp/scores/2022/0710/d-c-14/
2022,2022年7月10日（日）,日,1,楽天生命パーク,3時間15分,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,3,6,11,10,0,1,2,2,4,茂木3号（2回ソロ與座）、茂木4号（9回ソロ増田）,外崎5号（1回2ラン早川）、山川27号（5回2ラン早川）,0,3,0,0,0,0,9,"1(3),1(1),0(0),0(0),0(2),0(0),0(0),0(0),1(0)",與座（6勝3敗）,早川（5勝6敗）,,https://npb.jp/scores/2022/0710/e-l-14/
2022,2022年7月10日（日）,日,1,東京ドーム,4時間14分,読売ジャイアンツ,横浜DeNAベイスターズ,4,8,10,10,1,0,2,0,2,ポランコ12号（6回ソロロメロ）、大城7号（6回2ラン田中健）,,0,4,0,0,1,0,10,"0(0),0(0),0(2),1(0),0(0),3(2),0(0),0(0),0(0),0(4)",平田（2勝2敗）,高木（0勝1敗）,,https://npb.jp/scores/2022/0710/g-db-13/
2022,2022年7月10日（日）,日,1,PayPayドーム,3時間7分,福岡ソフトバンクホークス,北海道日本ハムファイターズ,0,2,7,7,0,0,0,0,0,,,0,2,0,0,0,0,6,"0(0),0(0),0(0),0(0),0(0),0(2),0(0),0(0),0(0)",池田（1勝1敗）,石川（3勝4敗）,堀（2セ）,https://npb.jp/scores/2022/0710/h-f-15/
2022,2022年7月12日（火）,火,0,マツダスタジアム,3時間30分,広島東洋カープ,横浜DeNAベイスターズ,4,7,7,12,2,0,0,1,1,,嶺井3号（7回ソロ藤井）,0,3,0,0,0,0,8,"0(2),0(0),0(1),0(0),1(0),1(0),0(1),2(3),0(0)",石田（3勝1敗）,九里（3勝6敗）,山﨑（18セ）,https://npb.jp/scores/2022/0712/c-db-13/
2022,2022年7月12日（火）,火,0,PayPayドーム,3時間11分,福岡ソフトバンクホークス,オリックス・バファローズ,2,4,8,10,0,0,1,1,2,リチャード1号（6回ソロワゲスパック）,紅林3号（3回ソロ大関）,0,2,0,0,0,0,7,"0(1),0(0),0(1),0(0),0(1),1(0),1(1),0(0),0(0)",ワゲスパック（2勝4敗）,大関（6勝4敗）,平野佳（21セ）,https://npb.jp/scores/2022/0712/h-b-12/
2022,2022年7月12日（火）,火,0,ベルーナドーム,3時間29分,埼玉西武ライオンズ,千葉ロッテマリーンズ,2,4,5,10,4,0,1,1,2,愛斗7号（9回ソロ益田）,中村奨6号（5回2ラン松本）,0,2,0,0,0,0,9,"0(0),0(0),0(0),0(0),1(2),0(1),0(1),0(0),1(0)",本前（3勝1敗）,松本（5勝3敗）,益田（21セ）,https://npb.jp/scores/2022/0712/l-m-11/
2022,2022年7月12日（火）,火,0,甲子園,2時間35分,阪神タイガース,読売ジャイアンツ,0,4,8,6,0,0,0,2,2,,ポランコ13号（1回3ランウィルカーソン）、中田9号（4回ソロウィルカーソン）,0,4,0,0,0,0,4,"0(3),0(0),0(0),0(1),0(0),0(0),0(0),0(0),0(0)",戸郷（9勝3敗）,ウィルカーソン（4勝4敗）,,https://npb.jp/scores/2022/0712/t-g-13/
2022,2022年7月13日（水）,水,0,マツダスタジアム,2時間55分,広島東洋カープ,横浜DeNAベイスターズ,4,1,7,7,1,2,0,1,1,,佐野11号（1回ソロ床田）,1,3,1,1,0,1,6,"0(1),0(0),1(0),1(0),0(0),2(0),0(0),0(0),x(0)",床田（8勝5敗）,大貫（6勝4敗）,栗林（18セ）,https://npb.jp/scores/2022/0713/c-db-14/
2022,2022年7月13日（水）,水,0,バンテリンドーム,3時間2分,中日ドラゴンズ,東京ヤクルトスワローズ,6,3,8,6,1,0,1,1,2,加藤翔1号（8回ソロ小澤）,村上30号（1回2ラン小笠原）,1,3,1,1,0,1,8,"0(2),0(0),0(0),0(1),0(0),1(0),4(0),1(0),x(0)",福（1勝2敗）,木澤（4勝2敗）,R.マルティネス（19セ）,https://npb.jp/scores/2022/0713/d-s-12/
2022,2022年7月13日（水）,水,0,静　岡,3時間21分,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,3,2,6,8,0,0,1,0,1,木村1号（7回3ラン則本）,,1,1,0,1,0,0,8,"0(0),0(0),0(0),0(0),0(0),0(0),3(1),0(1),x(0)",ポンセ（1勝1敗）,則本（6勝4敗）,堀（3セ）,https://npb.jp/scores/2022/0713/f-e-12/
2022,2022年7月13日（水）,水,0,PayPayドーム,2時間21分,福岡ソフトバンクホークス,オリックス・バファローズ,4,2,6,1,1,2,2,0,2,リチャード2号（2回ソロ宮城）、リチャード3号（4回ソロ宮城）,,1,2,0,1,0,0,7,"2(0),1(0),0(0),1(0),0(0),0(0),0(2),0(0),x(0)",千賀（7勝3敗）,宮城（6勝5敗）,モイネロ（12セ）,https://npb.jp/scores/2022/0713/h-b-13/
2022,2022年7月13日（水）,水,0,ベルーナドーム,3時間,埼玉西武ライオンズ,千葉ロッテマリーンズ,3,0,7,6,0,0,1,0,1,オグレディ12号（2回ソロ石川）,,1,3,0,1,0,0,8,"0(0),1(0),0(0),0(0),0(0),0(0),1(0),1(0),x(0)",エンス（6勝4敗）,石川（5勝4敗）,平良（2セ）,https://npb.jp/scores/2022/0713/l-m-12/
2022,2022年7月13日（水）,水,0,甲子園,3時間6分,阪神タイガース,読売ジャイアンツ,13,0,19,4,2,4,0,0,0,,,1,13,0,1,0,0,8,"3(0),3(0),1(0),0(0),0(0),1(0),1(0),4(0),x(0)",西勇（6勝6敗）,メルセデス（5勝3敗）,,https://npb.jp/scores/2022/0713/t-g-14/
2022,2022年7月14日（木）,木,0,マツダスタジアム,3時間17分,広島東洋カープ,横浜DeNAベイスターズ,3,4,6,6,3,0,0,1,1,,牧17号（6回ソロアンダーソン）,0,1,0,0,0,0,6,"0(0),0(0),2(3),0(0),1(0),0(1),0(0),0(0),0(0)",京山（1勝1敗）,アンダーソン（3勝3敗）,山﨑（19セ）,https://npb.jp/scores/2022/0714/c-db-15/
2022,2022年7月14日（木）,木,0,バンテリンドーム,3時間1分,中日ドラゴンズ,東京ヤクルトスワローズ,4,1,11,6,0,0,1,0,1,木下4号（7回2ランコール）,,1,3,0,1,0,0,7,"1(1),0(0),1(0),0(0),0(0),0(0),2(0),0(0),x(0)",笠原（1勝0敗）,小川（5勝4敗）,R.マルティネス（20セ）,https://npb.jp/scores/2022/0714/d-s-13/
2022,2022年7月14日（木）,木,0,静　岡,2時間48分,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,6,0,8,7,1,0,1,0,1,石井5号（5回2ラン岸）,,1,6,0,1,0,0,8,"0(0),0(0),0(0),0(0),3(0),0(0),0(0),3(0),x(0)",加藤（4勝4敗）,岸（6勝4敗）,,https://npb.jp/scores/2022/0714/f-e-13/
2022,2022年7月14日（木）,木,0,PayPayドーム,2時間40分,福岡ソフトバンクホークス,オリックス・バファローズ,2,3,4,6,0,0,1,2,3,デスパイネ3号（7回2ラン山﨑福）,吉田正9号（4回2ランレイ）、紅林4号（8回ソロ森）,0,1,0,0,0,0,8,"0(0),0(0),0(0),0(2),0(0),0(0),2(0),0(1),0(0)",山﨑福（3勝6敗）,森（0勝4敗）,平野佳（22セ）,https://npb.jp/scores/2022/0714/h-b-14/
2022,2022年7月14日（木）,木,0,ベルーナドーム,3時間21分,埼玉西武ライオンズ,千葉ロッテマリーンズ,2,1,7,8,1,0,0,1,1,,佐藤都5号（5回ソロ今井）,1,1,0,1,0,0,5,"0(0),0(0),0(0),0(0),2(1),0(0),0(0),0(0),x(0)",今井（1勝1敗）,二木（2勝2敗）,平良（3セ）,https://npb.jp/scores/2022/0714/l-m-13/
2022,2022年7月14日（木）,木,0,甲子園,2時間38分,阪神タイガース,読売ジャイアンツ,3,0,8,4,0,1,2,0,2,梅野2号（4回ソロシューメーカー）、ロハス・ジュニア4号（7回ソロシューメーカー）,,1,3,0,1,0,0,7,"1(0),0(0),0(0),1(0),0(0),0(0),1(0),0(0),x(0)",伊藤将（6勝2敗）,シューメーカー（4勝7敗）,,https://npb.jp/scores/2022/0714/t-g-15/
2022,2022年7月15日（金）,金,1,東京ドーム,3時間51分,読売ジャイアンツ,広島東洋カープ,3,6,11,10,0,0,1,2,3,大城8号（11回ソロ中﨑）,秋山1号（1回2ラン山﨑伊）、磯村2号（11回満塁菊地）,0,3,0,0,1,0,11,"0(2),0(0),0(0),1(0),0(0),1(0),0(0),0(0),0(0),0(0),1(4)",矢崎（2勝0敗）,菊地（0勝2敗）,,https://npb.jp/scores/2022/0715/g-c-16/
2022,2022年7月15日（金）,金,1,甲子園,3時間16分,阪神タイガース,中日ドラゴンズ,2,1,3,9,1,1,1,0,1,北條1号（2回2ラン上田）,,1,1,0,1,0,1,2,"0(1),2(0),0(0),0(0),0(0),0(0),0(0),0(0),x(0)",青柳（10勝1敗）,上田（0勝3敗）,岩崎（18セ）,https://npb.jp/scores/2022/0715/t-d-15/
2022,2022年7月16日（土）,土,1,横　浜,2時間54分,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,2,9,3,0,2,1,1,2,ソト9号（2回2ラン原）,村上31号（4回2ラン今永）,1,1,0,0,0,0,4,"0(0),2(0),0(0),0(2),0(0),0(0),0(0),0(0),1x(0)",伊勢（2勝2敗）,今野（1勝2敗）,,https://npb.jp/scores/2022/0716/db-s-13/
2022,2022年7月16日（土）,土,1,楽天生命パーク,3時間3分,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,3,10,7,0,2,1,1,2,浅村15号（5回3ラン山本）,杉本11号（8回2ラン西口）,1,4,0,1,0,0,8,"0(0),0(0),0(0),0(0),4(0),0(0),3(0),0(3),x(0)",田中将（5勝7敗）,山本（9勝5敗）,,https://npb.jp/scores/2022/0716/e-b-12/
2022,2022年7月16日（土）,土,1,札幌ドーム,2時間55分,北海道日本ハムファイターズ,埼玉西武ライオンズ,1,0,8,5,0,0,0,0,0,,,1,1,0,1,0,0,6,"0(0),0(0),0(0),0(0),0(0),1(0),0(0),0(0),x(0)",上沢（6勝5敗）,髙橋光成（6勝7敗）,堀（4セ）,https://npb.jp/scores/2022/0716/f-l-14/
2022,2022年7月16日（土）,土,1,東京ドーム,3時間23分,読売ジャイアンツ,広島東洋カープ,4,11,8,16,0,0,1,3,4,丸18号（7回ソロ森下）,長野1号（2回ソロアンドリース）、長野2号（3回満塁戸根）、マクブルーム12号（4回ソロ戸根）,0,7,0,0,0,0,7,"0(0),0(1),0(9),0(1),0(0),0(0),4(0),0(0),0(0)",森下（7勝5敗）,アンドリース（0勝2敗）,,https://npb.jp/scores/2022/0716/g-c-17/
2022,2022年7月16日（土）,土,1,甲子園,4時間3分,阪神タイガース,中日ドラゴンズ,1,3,7,8,1,1,0,1,1,,平田1号（11回ソロアルカンタラ）,0,2,0,0,1,0,11,"0(0),0(1),0(0),0(0),0(0),0(0),0(0),0(0),1(0),0(0),0(2)",藤嶋（1勝0敗）,アルカンタラ（1勝3敗）,祖父江（1セ）,https://npb.jp/scores/2022/0716/t-d-16/
2022,2022年7月17日（日）,日,1,横　浜,3時間15分,横浜DeNAベイスターズ,東京ヤクルトスワローズ,10,2,15,8,0,0,1,0,1,桑原2号（1回ソロサイスニード）,,1,8,1,1,0,1,6,"1(2),0(0),4(0),0(0),0(0),5(0),0(0),0(0),x(0)",濵口（4勝3敗）,サイスニード（4勝3敗）,,https://npb.jp/scores/2022/0717/db-s-14/
2022,2022年7月17日（日）,日,1,楽天生命パーク,3時間44分,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,7,12,14,1,0,0,0,0,,,0,4,0,0,0,0,9,"0(2),1(2),1(0),0(0),0(2),0(1),0(0),0(0),1(0)",田嶋（6勝3敗）,辛島（2勝2敗）,平野佳（23セ）,https://npb.jp/scores/2022/0717/e-b-13/
2022,2022年7月17日（日）,日,1,札幌ドーム,3時間24分,北海道日本ハムファイターズ,埼玉西武ライオンズ,3,4,8,8,0,0,0,0,0,,,0,1,1,0,0,1,9,"2(0),0(0),0(0),0(0),0(0),0(4),0(0),0(0),1(0)",平井（5勝4敗）,伊藤（7勝7敗）,平良（4セ）,https://npb.jp/scores/2022/0717/f-l-15/
2022,2022年7月17日（日）,日,1,東京ドーム,3時間20分,読売ジャイアンツ,広島東洋カープ,5,10,10,6,1,0,2,3,5,ウォーカー18号（1回2ラン野村）、中田10号（3回2ラン野村）,堂林5号（4回満塁鍬原）、中村健3号（7回ソロ今村）、磯村3号（8回2ラン菊地）,0,5,1,0,0,1,9,"2(0),0(0),2(0),1(6),0(0),0(0),0(1),0(2),0(1)",九里（4勝6敗）,髙橋（1勝5敗）,,https://npb.jp/scores/2022/0717/g-c-18/
2022,2022年7月17日（日）,日,1,ZOZOマリン,3時間43分,千葉ロッテマリーンズ,福岡ソフトバンクホークス,3,5,9,13,0,0,1,2,3,井上1号（2回ソロ石川）,増田1号（4回ソロロメロ）、デスパイネ4号（8回ソロオスナ）,0,2,1,0,1,2,10,"0(1),1(0),2(0),0(1),0(0),0(0),0(0),0(1),0(0),0(2)",森（1勝4敗）,ゲレーロ（3勝3敗）,モイネロ（13セ）,https://npb.jp/scores/2022/0717/m-h-13/
2022,2022年7月17日（日）,日,1,甲子園,2時間47分,阪神タイガース,中日ドラゴンズ,3,1,8,4,2,2,0,0,0,,,1,2,0,1,0,0,1,"3(1),0(0),0(0),0(0),0(0),0(0),0(0),0(0),x(0)",ガンケル（4勝5敗）,柳（6勝7敗）,岩崎（19セ）,https://npb.jp/scores/2022/0717/t-d-17/
2022,2022年7月18日（月）,月,0,バンテリンドーム,2時間57分,中日ドラゴンズ,横浜DeNAベイスターズ,1,2,5,3,0,0,0,1,1,,佐野12号（3回2ラン髙橋宏）,0,1,1,0,0,1,3,"1(0),0(0),0(2),0(0),0(0),0(0),0(0),0(0),0(0)",ロメロ（4勝5敗）,髙橋宏（2勝4敗）,山﨑（20セ）,https://npb.jp/scores/2022/0718/d-db-11/
2022,2022年7月18日（月）,月,0,楽天生命パーク,3時間40分,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,3,12,6,0,2,0,0,0,,,1,5,0,1,0,0,7,"1(0),1(0),0(1),0(0),2(2),2(0),2(0),0(0),x(0)",宋家豪（4勝2敗）,K-鈴木（0勝1敗）,,https://npb.jp/scores/2022/0718/e-b-14/
2022,2022年7月18日（月）,月,0,札幌ドーム,3時間26分,北海道日本ハムファイターズ,埼玉西武ライオンズ,1,5,12,6,2,0,0,0,0,,,0,4,1,0,0,1,6,"0(0),1(0),0(0),0(2),0(0),0(3),0(0),0(0),0(0)",與座（7勝3敗）,池田（1勝2敗）,,https://npb.jp/scores/2022/0718/f-l-16/
2022,2022年7月18日（月）,月,0,ZOZOマリン,2時間54分,千葉ロッテマリーンズ,福岡ソフトバンクホークス,2,1,8,5,0,1,0,0,0,,,1,1,0,1,0,0,3,"1(1),0(0),1(0),0(0),0(0),0(0),0(0),0(0),x(0)",美馬（5勝6敗）,東浜（6勝4敗）,益田（22セ）,https://npb.jp/scores/2022/0718/m-h-14/
2022,2022年7月18日（月）,月,0,神　宮,3時間42分,東京ヤクルトスワローズ,読売ジャイアンツ,8,10,14,16,0,0,4,3,7,オスナ10号（1回満塁菅野）、サンタナ5号（3回ソロ菅野）、サンタナ6号（5回ソロ菅野）、元山1号（7回ソロ菅野）,ポランコ14号（2回2ラン石川）、中田11号（3回2ラン石川）、丸19号（9回2ランマクガフ）,0,2,1,0,0,1,9,"4(0),0(2),1(4),0(1),1(0),0(1),2(0),0(0),0(2)",平内（4勝3敗）,マクガフ（0勝1敗）,大勢（25セ）,https://npb.jp/scores/2022/0718/s-g-16/
2022,2022年7月19日（火）,火,0,京セラD大阪,3時間28分,オリックス・バファローズ,北海道日本ハムファイターズ,7,1,11,8,0,1,1,0,1,マッカーシー3号（2回2ラン田中）,,1,6,0,1,0,0,8,"0(0),3(0),1(1),1(0),0(0),0(0),0(0),2(0),x(0)",山岡（6勝5敗）,田中（1勝1敗）,,https://npb.jp/scores/2022/0719/b-f-14/
